entry_time,exit_time,type,entry,exit,qty,pnl,reason
2022-07-01 07:50:00,2022-07-02 03:35:00,short,19581.599609,19132.480468,11.1538219882318,4469.632503200308,opposite_signal
2022-07-02 03:35:00,2022-07-02 05:20:00,long,19132.480468,19229.478515,11.466672480794093,562.3898120009937,opposite_signal
2022-07-02 05:20:00,2022-07-03 20:00:00,short,19229.478515,19466.424123739176,11.415219527523961,-3256.938919136635,stop_loss
2022-07-03 20:15:00,2022-07-04 12:00:00,short,19527.183593,19767.79752331516,11.204758260784706,-3246.3843786966518,stop_loss
2022-07-04 12:15:00,2022-07-04 22:35:00,short,19732.08789,19975.226650790828,11.052471037431763,-3235.8640416380426,stop_loss
2022-07-04 22:45:00,2022-07-04 23:20:00,short,19973.511718,20219.625302879012,10.883493547033503,-3225.3777971202103,stop_loss
2022-07-04 23:20:00,2022-07-05 09:40:00,short,20182.140625,19809.982421,10.736082767428924,3458.822851887869,opposite_signal
2022-07-05 09:40:00,2022-07-05 12:20:00,long,19809.982421,19565.883843901574,10.975909414376805,-3219.436296955817,stop_loss
2022-07-05 14:30:00,2022-07-05 18:05:00,short,19477.58789,19717.59070212862,11.127117882247127,-3215.701298388891,stop_loss
2022-07-05 19:25:00,2022-07-05 20:10:00,short,20194.320312,20443.15470008121,10.697417536052656,-3205.280393901791,stop_loss
2022-07-05 20:10:00,2022-07-07 14:30:00,short,20455.458984,20707.511122450993,10.526628229141613,-3194.8932597310722,stop_loss
2022-07-07 14:50:00,2022-07-07 16:45:00,short,20848.689453,21105.58697676809,10.294614290373078,-3184.5397864396255,stop_loss
2022-07-07 19:10:00,2022-07-07 19:45:00,short,21361.046875,21624.257666241938,10.015130968366254,-3174.219864944875,stop_loss
2022-07-07 20:05:00,2022-07-07 22:35:00,short,21689.833984,21632.291015,9.831352416006583,33.33135945803821,forced_close
2022-07-08 09:20:00,2022-07-08 15:25:00,long,21388.105468,21851.832031,17.42984741996481,7140.60134635422,opposite_signal
2022-07-08 15:25:00,2022-07-08 15:40:00,short,21851.832031,21985.386150556795,17.1847287700839,-3236.7547013171506,stop_loss
2022-07-08 15:40:00,2022-07-10 01:10:00,short,22001.091796,21420.24414,17.011972278929136,8958.01101808137,opposite_signal
2022-07-10 01:10:00,2022-07-10 02:30:00,long,21420.24414,21289.32780114334,17.632958241446275,-3249.8124593677885,stop_loss
2022-07-10 13:55:00,2022-07-10 14:30:00,long,21059.537109,20930.82534090312,17.876054919818706,-3239.1361668987547,stop_loss
2022-07-10 14:30:00,2022-07-10 16:10:00,long,20950.1875,20822.144055306537,17.910326092486436,-3228.49494821393,stop_loss
2022-07-11 02:20:00,2022-07-11 08:20:00,long,20527.714843,20495.40039,18.218881329106743,-1522.977269647419,opposite_signal
2022-07-11 08:20:00,2022-07-11 13:35:00,short,20495.40039,20620.66426490839,18.219234431982144,-3218.5909288998796,stop_loss
2022-07-11 22:20:00,2022-07-11 23:05:00,long,20118.345703,19995.386312524563,18.499612360927358,-3202.3116757281364,stop_loss
2022-07-11 23:05:00,2022-07-12 00:55:00,long,19969.572265,19847.522148653035,18.57620683916683,-3191.791432958886,stop_loss
2022-07-12 00:55:00,2022-07-12 07:15:00,long,19843.99414,19722.711532569276,18.632349269122397,-3181.305751318939,stop_loss
2022-07-12 07:35:00,2022-07-12 19:20:00,long,19690.40625,19570.062341685876,18.715995670854344,-3170.854517267966,stop_loss
2022-07-12 19:45:00,2022-07-13 00:05:00,long,19424.164062,19305.44737381812,18.910202561287672,-3160.437617638705,stop_loss
2022-07-13 08:25:00,2022-07-13 08:40:00,short,19723.873046,19844.42149681966,18.561677634959043,-3155.648893344412,stop_loss
2022-07-13 08:55:00,2022-07-13 23:15:00,short,19863.769531,19985.173001749194,18.370294582233946,-3145.26353736467,stop_loss
2022-07-13 23:35:00,2022-07-14 00:05:00,short,20139.486328,20262.574925836845,18.05916902591465,-3134.9123599714303,stop_loss
2022-07-14 00:05:00,2022-07-14 09:20:00,short,20287.658203,19787.880859,17.868273715904866,8035.057503009598,opposite_signal
2022-07-14 09:20:00,2022-07-14 15:35:00,long,19787.880859,20092.4375,18.474607829565617,4705.5979521138515,opposite_signal
2022-07-14 15:35:00,2022-07-14 15:40:00,short,20092.4375,20215.23854461061,18.283994089185178,-3166.525211991706,stop_loss
2022-07-14 15:40:00,2022-07-14 15:45:00,short,20168.376953,20291.642124681082,18.15520312813732,-3156.1040616493015,stop_loss
2022-07-14 16:05:00,2022-07-14 17:25:00,short,20406.818359,20531.540837876153,17.88401919109991,-3145.7172076940046,stop_loss
2022-07-14 17:45:00,2022-07-14 17:55:00,short,20512.199218,20637.56576405651,17.733585949111294,-3135.3645372551237,stop_loss
2022-07-14 17:55:00,2022-07-14 18:00:00,short,20551.302734,20676.908273091216,17.641592945010835,-3125.045937833512,stop_loss
2022-07-14 18:10:00,2022-07-14 19:30:00,short,20645.810546,20771.99369833687,17.503043816241835,-3114.7612973002156,stop_loss
2022-07-14 19:45:00,2022-07-14 21:45:00,short,20678.330078,20546.630859,17.418005291999563,1396.3669587902527,forced_close
2022-07-15 07:55:00,2022-07-15 19:45:00,short,20798.449218,21030.676180122795,5.6498488196433385,-1607.4575212854438,stop_loss
2022-07-15 19:50:00,2022-07-16 01:10:00,short,21085.826171,20678.253906,5.563365201456894,1977.0373189659103,opposite_signal
2022-07-16 01:10:00,2022-07-16 10:30:00,long,20678.253906,20658.121093,5.684912476639827,-408.19537227715466,opposite_signal
2022-07-16 10:30:00,2022-07-16 15:10:00,short,20658.121093,20888.78120877634,5.687995053915977,-1607.3918161690503,stop_loss
