entry_time,exit_time,type,entry,exit,qty,pnl,reason
2022-06-01 14:55:00,2022-06-01 16:25:00,long,31162.484375,30542.662404962753,7.950007335427984,-5540.7846703734895,stop_loss
2022-06-01 16:25:00,2022-06-01 20:25:00,long,30556.267578,29948.503263086288,8.06280720578853,-5510.084375610018,stop_loss
2022-06-01 20:50:00,2022-06-06 01:35:00,long,29585.105468,30575.121093,8.281336548392114,7575.893725067813,opposite_signal
2022-06-06 01:35:00,2022-06-06 04:00:00,short,30575.121093,31183.260404421337,8.07457414007304,-5533.806745279342,stop_loss
2022-06-07 00:55:00,2022-06-07 01:50:00,long,30273.839843,29671.69301714763,8.109646055598482,-5490.868948802383,stop_loss
2022-06-07 01:50:00,2022-06-07 20:10:00,long,29759.566406,31334.105468,8.204078103756759,12291.119872439425,opposite_signal
2022-06-07 20:10:00,2022-06-08 03:50:00,short,31334.105468,30038.787109,7.889002408161844,9613.55603181749,opposite_signal
2022-06-08 03:50:00,2022-06-10 13:35:00,long,30038.787109,29441.3154832022,8.30847510550762,-5581.814318763623,stop_loss
2022-06-10 13:45:00,2022-06-11 11:20:00,long,29460.283203,28874.31802278517,8.424687008496967,-5550.8866875533595,stop_loss
2022-06-12 03:10:00,2022-06-12 23:40:00,long,27469.318359,26922.953479487547,8.985242163129522,-5520.1304196879555,stop_loss
2022-06-13 00:15:00,2022-06-13 01:15:00,long,26665.84375,26135.459984478086,9.204693156396106,-5489.544565680087,stop_loss
2022-06-13 01:25:00,2022-06-13 02:55:00,long,26080.117187,25561.383525744903,9.359272318004546,-5459.128181303235,stop_loss
2022-06-13 02:55:00,2022-06-13 07:40:00,long,25526.228515,25018.511702200532,9.509374386219445,-5428.8803275626715,stop_loss
2022-06-13 15:05:00,2022-06-13 23:10:00,long,22916.308593,22460.503100499223,10.533699224705869,-5398.800070666421,stop_loss
2022-06-14 01:50:00,2022-06-14 05:15:00,long,21270.794921,22423.921753605944,11.285708575304216,12397.446084816676,take_profit
2022-06-14 12:00:00,2022-06-14 21:55:00,long,21966.292968,21529.383291030736,11.068201668340322,-5437.578061215005,stop_loss
2022-06-14 22:05:00,2022-06-15 04:25:00,long,21553.451171,21124.752919437353,11.217704404068309,-5407.44961204948,stop_loss
2022-06-15 04:40:00,2022-06-15 08:05:00,long,21087.429687,20668.00060508431,11.402081497005998,-5377.488098133209,stop_loss
2022-06-15 08:25:00,2022-06-15 13:50:00,long,20443.755859,21552.047463888906,11.695911649366362,12348.506685879247,take_profit
2022-06-15 17:10:00,2022-06-15 18:45:00,long,20686.576171,21808.03148783803,11.706509757579388,12506.49818525031,take_profit
2022-06-16 10:55:00,2022-06-16 20:45:00,long,21094.970703,20675.391630238366,11.62675188628062,-5485.408824485947,stop_loss
2022-06-17 13:25:00,2022-06-18 06:55:00,long,20640.865234,20230.318321287392,11.816705433962724,-5455.015355360521,stop_loss
2022-06-18 07:20:00,2022-06-18 08:20:00,long,19346.757812,18961.95070238176,12.537273192111515,-5424.790289902885,stop_loss
2022-06-18 08:20:00,2022-06-18 18:10:00,long,18961.876953,18584.725125591747,12.72087359202084,-5394.732695024623,stop_loss
2022-06-18 18:20:00,2022-06-18 20:00:00,long,18461.705078,18094.501671686456,12.993119379659566,-5364.841642807248,stop_loss
2022-06-19 20:40:00,2022-06-20 01:40:00,short,20507.849609,19810.099609,11.631938310988517,7529.965083830558,opposite_signal
2022-06-20 01:40:00,2022-06-20 11:50:00,long,19810.099609,20884.03960515791,12.135806217156095,12415.807447629484,take_profit
2022-06-21 20:30:00,2022-06-22 02:20:00,long,20820.841796,20406.715148569296,11.694409337317543,-5445.631441154847,stop_loss
2022-06-23 15:40:00,2022-06-23 20:10:00,long,20342.08789,20779.070312,11.903317717785896,4589.692842401426,opposite_signal
2022-06-23 20:10:00,2022-06-24 02:40:00,short,20779.070312,21192.36612440508,11.707713152440014,-5452.985741734984,stop_loss
2022-06-24 15:45:00,2022-06-28 09:20:00,long,20891.46289,21148.394531,11.580063233481718,2366.7543903850874,opposite_signal
2022-06-28 09:20:00,2022-06-28 15:40:00,short,21148.394531,20700.890625,11.467102401934886,4531.710567453331,opposite_signal
2022-06-28 15:40:00,2022-06-28 19:45:00,long,20700.890625,20289.149806960264,11.769227956558797,-5448.897958770028,stop_loss
2022-06-28 19:45:00,2022-06-30 06:30:00,long,20312.351562,19908.338787866105,11.927894176318677,-5418.706788489641,stop_loss
2022-06-30 07:20:00,2022-06-30 09:30:00,long,19384.445312,18998.888597818317,12.429612242200623,-5388.682900982731,stop_loss
2022-06-30 09:40:00,2022-07-01 00:30:00,long,19017.703125,20048.68592791917,12.599110114156298,12374.21368797988,take_profit
2022-07-01 04:20:00,2022-07-01 10:45:00,long,19599.830078,19209.98935974561,12.381318971475334,-5427.388222881749,stop_loss
2022-07-02 03:35:00,2022-07-02 06:55:00,long,19132.480468,19228.792968,12.613479809108483,609.9993391939163,opposite_signal
2022-07-02 06:55:00,2022-07-04 00:10:00,short,19228.792968,19284.726562,12.558161031056331,-1306.9968056607956,opposite_signal
2022-07-04 00:10:00,2022-07-04 10:10:00,long,19284.726562,19406.183593,12.504946843504076,914.0289979060144,opposite_signal
2022-07-04 10:10:00,2022-07-04 12:05:00,short,19406.183593,19792.17268169947,12.438351041341978,-5410.521427857058,stop_loss
2022-07-05 08:50:00,2022-07-05 12:20:00,long,19880.566406,19485.141840777957,12.074128357935097,-5368.540224212428,stop_loss
2022-07-05 12:45:00,2022-07-05 19:25:00,long,19457.576171,20194.320312,12.26825457267357,8430.490226285272,opposite_signal
